Species 1,Species 2,Mole frac species 1,Mole frac species 2,deltaH,Temp (K)
LiI,NaI,0.18,0.82,-599,1200
LiI,NaI,0.17,0.83,-572.01,1200
LiI,NaI,0.16,0.84,-544.27,1200
LiI,NaI,0.15,0.85,-515.76,1200
LiI,NaI,0.14,0.86,-486.49,1200
LiI,NaI,0.13,0.87,-456.47,1200
LiI,NaI,0.12,0.88,-425.7,1200
LiI,NaI,0.11,0.89,-394.18,1200
LiI,NaI,0.1,0.9,-361.92,1200
LiI,NaI,0.09,0.91,-328.92,1200
LiI,NaI,0.08,0.92,-295.19,1200
LiI,NaI,0.07,0.93,-260.74,1200
LiI,NaI,0.06,0.94,-225.57,1200
LiI,NaI,0.05,0.95,-189.69,1200
LiI,NaI,0.04,0.96,-153.11,1200
LiI,NaI,0.03,0.97,-115.84,1200
LiI,NaI,0.02,0.98,-77.89,1200
LiI,NaI,0.01,0.99,-39.28,1200
LiI,NaI,0,1,0,1200
NaF,NaI,1,0,0,1200
NaF,NaI,0.99,0.01,101.86,1200
NaF,NaI,0.98,0.02,197.68,1200
NaF,NaI,0.97,0.03,287.79,1200
NaF,NaI,0.96,0.04,372.46,1200
NaF,NaI,0.95,0.05,451.98,1200
NaF,NaI,0.94,0.06,526.59,1200
NaF,NaI,0.93,0.07,596.52,1200
NaF,NaI,0.92,0.08,661.97,1200
NaF,NaI,0.91,0.09,723.14,1200
NaF,NaI,0.9,0.1,780.22,1200
NaF,NaI,0.89,0.11,833.37,1200
NaF,NaI,0.88,0.12,882.75,1200
NaF,NaI,0.87,0.13,928.52,1200
NaF,NaI,0.86,0.14,970.83,1200
NaF,NaI,0.85,0.15,1009.79,1200
NaF,NaI,0.84,0.16,1045.55,1200
NaF,NaI,0.83,0.17,1078.23,1200
NaF,NaI,0.82,0.18,1107.95,1200
NaF,NaI,0.81,0.19,1134.81,1200
NaF,NaI,0.8,0.2,1158.94,1200
NaF,NaI,0.79,0.21,1180.42,1200
NaF,NaI,0.78,0.22,1199.37,1200
NaF,NaI,0.77,0.23,1215.89,1200
NaF,NaI,0.76,0.24,1230.06,1200
NaF,NaI,0.75,0.25,1241.97,1200
NaF,NaI,0.74,0.26,1251.73,1200
NaF,NaI,0.73,0.27,1259.41,1200
NaF,NaI,0.72,0.28,1265.11,1200
NaF,NaI,0.71,0.29,1268.9,1200
NaF,NaI,0.7,0.3,1270.86,1200
NaF,NaI,0.69,0.31,1271.07,1200
NaF,NaI,0.68,0.32,1269.62,1200
NaF,NaI,0.67,0.33,1266.57,1200
NaF,NaI,0.66,0.34,1262.01,1200
NaF,NaI,0.65,0.35,1256,1200
NaF,NaI,0.64,0.36,1248.62,1200
NaF,NaI,0.63,0.37,1239.93,1200
NaF,NaI,0.62,0.38,1230.01,1200
NaF,NaI,0.61,0.39,1218.91,1200
NaF,NaI,0.6,0.4,1206.72,1200
NaF,NaI,0.59,0.41,1193.49,1200
NaF,NaI,0.58,0.42,1179.28,1200
NaF,NaI,0.57,0.43,1164.17,1200
NaF,NaI,0.56,0.44,1148.2,1200
NaF,NaI,0.55,0.45,1131.44,1200
NaF,NaI,0.54,0.46,1113.94,1200
NaF,NaI,0.53,0.47,1095.77,1200
NaF,NaI,0.52,0.48,1076.97,1200
NaF,NaI,0.51,0.49,1057.61,1200
NaF,NaI,0.5,0.5,1037.73,1200
NaF,NaI,0.49,0.51,1017.39,1200
NaF,NaI,0.48,0.52,996.62,1200
NaF,NaI,0.47,0.53,975.49,1200
NaF,NaI,0.46,0.54,954.03,1200
NaF,NaI,0.45,0.55,932.3,1200
NaF,NaI,0.44,0.56,910.32,1200
NaF,NaI,0.43,0.57,888.15,1200
NaF,NaI,0.42,0.58,865.82,1200
NaF,NaI,0.41,0.59,843.37,1200
NaF,NaI,0.4,0.6,820.84,1200
NaF,NaI,0.39,0.61,798.24,1200
NaF,NaI,0.38,0.62,775.63,1200
NaF,NaI,0.37,0.63,753.03,1200
NaF,NaI,0.36,0.64,730.45,1200
NaF,NaI,0.35,0.65,707.94,1200
NaF,NaI,0.34,0.66,685.51,1200
NaF,NaI,0.33,0.67,663.18,1200
NaF,NaI,0.32,0.68,640.98,1200
NaF,NaI,0.31,0.69,618.91,1200
NaF,NaI,0.3,0.7,597,1200
NaF,NaI,0.29,0.71,575.26,1200
NaF,NaI,0.28,0.72,553.7,1200
NaF,NaI,0.27,0.73,532.32,1200
NaF,NaI,0.26,0.74,511.13,1200
NaF,NaI,0.25,0.75,490.14,1200
NaF,NaI,0.24,0.76,469.35,1200
NaF,NaI,0.23,0.77,448.77,1200
NaF,NaI,0.22,0.78,428.38,1200
NaF,NaI,0.21,0.79,408.19,1200
NaF,NaI,0.2,0.8,388.18,1200
NaF,NaI,0.19,0.81,368.36,1200
NaF,NaI,0.18,0.82,348.71,1200
NaF,NaI,0.17,0.83,329.21,1200
NaF,NaI,0.16,0.84,309.87,1200
NaF,NaI,0.15,0.85,290.65,1200
NaF,NaI,0.14,0.86,271.54,1200
NaF,NaI,0.13,0.87,252.52,1200
NaF,NaI,0.12,0.88,233.57,1200
NaF,NaI,0.11,0.89,214.67,1200
NaF,NaI,0.1,0.9,195.78,1200
NaF,NaI,0.09,0.91,176.87,1200
NaF,NaI,0.08,0.92,157.92,1200
NaF,NaI,0.07,0.93,138.89,1200
NaF,NaI,0.06,0.94,119.75,1200
NaF,NaI,0.05,0.95,100.44,1200
NaF,NaI,0.04,0.96,80.94,1200
NaF,NaI,0.03,0.97,61.2,1200
NaF,NaI,0.02,0.98,41.16,1200
NaF,NaI,0.01,0.99,20.78,1200
NaF,NaI,0,1,0,1200
NaF,NdF3,1,0,0,1200
NaF,NdF3,0.99,0.01,-455.28,1200
NaF,NdF3,0.98,0.02,-902.91,1200
NaF,NdF3,0.97,0.03,-1342.61,1200
NaF,NdF3,0.96,0.04,-1774.06,1200
NaF,NdF3,0.95,0.05,-2196.91,1200
NaF,NdF3,0.94,0.06,-2610.81,1200
NaF,NdF3,0.93,0.07,-3015.37,1200
NaF,NdF3,0.92,0.08,-3410.19,1200
NaF,NdF3,0.91,0.09,-3794.84,1200
NaF,NdF3,0.9,0.1,-4168.84,1200
NaF,NdF3,0.89,0.11,-4531.71,1200
NaF,NdF3,0.88,0.12,-4882.93,1200
NaF,NdF3,0.87,0.13,-5221.96,1200
NaF,NdF3,0.86,0.14,-5548.25,1200
NaF,NdF3,0.85,0.15,-5861.23,1200
NaF,NdF3,0.84,0.16,-6160.31,1200
NaF,NdF3,0.83,0.17,-6444.96,1200
NaF,NdF3,0.82,0.18,-6714.64,1200
NaF,NdF3,0.81,0.19,-6968.92,1200
NaF,NdF3,0.8,0.2,-7207.44,1200
NaF,NdF3,0.79,0.21,-7429.98,1200
NaF,NdF3,0.78,0.22,-7636.48,1200
NaF,NdF3,0.77,0.23,-7827.09,1200
NaF,NdF3,0.76,0.24,-8002.13,1200
NaF,NdF3,0.75,0.25,-8162.15,1200
NaF,NdF3,0.74,0.26,-8307.85,1200
NaF,NdF3,0.73,0.27,-8440.07,1200
NaF,NdF3,0.72,0.28,-8559.74,1200
NaF,NdF3,0.71,0.29,-8667.82,1200
NaF,NdF3,0.7,0.3,-8765.24,1200
NaF,NdF3,0.69,0.31,-8852.88,1200
NaF,NdF3,0.68,0.32,-8931.52,1200
NaF,NdF3,0.67,0.33,-9001.84,1200
NaF,NdF3,0.66,0.34,-9064.41,1200
NaF,NdF3,0.65,0.35,-9119.71,1200
NaF,NdF3,0.64,0.36,-9168.09,1200
NaF,NdF3,0.63,0.37,-9209.83,1200
NaF,NdF3,0.62,0.38,-9245.14,1200
NaF,NdF3,0.61,0.39,-9274.15,1200
NaF,NdF3,0.6,0.4,-9296.96,1200
NaF,NdF3,0.59,0.41,-9313.62,1200
NaF,NdF3,0.58,0.42,-9324.13,1200
NaF,NdF3,0.57,0.43,-9328.51,1200
NaF,NdF3,0.56,0.44,-9326.74,1200
NaF,NdF3,0.55,0.45,-9318.77,1200
NaF,NdF3,0.54,0.46,-9304.58,1200
NaF,NdF3,0.53,0.47,-9284.14,1200
NaF,NdF3,0.52,0.48,-9257.4,1200
NaF,NdF3,0.51,0.49,-9224.34,1200
NaF,NdF3,0.5,0.5,-9184.93,1200
NaF,NdF3,0.49,0.51,-9139.16,1200
NaF,NdF3,0.48,0.52,-9087,1200
NaF,NdF3,0.47,0.53,-9028.45,1200
NaF,NdF3,0.46,0.54,-8963.51,1200
NaF,NdF3,0.45,0.55,-8892.2,1200
NaF,NdF3,0.44,0.56,-8814.52,1200
NaF,NdF3,0.43,0.57,-8730.51,1200
NaF,NdF3,0.42,0.58,-8640.19,1200
NaF,NdF3,0.41,0.59,-8543.6,1200
NaF,NdF3,0.4,0.6,-8440.78,1200
NaF,NdF3,0.39,0.61,-8331.78,1200
NaF,NdF3,0.38,0.62,-8216.65,1200
NaF,NdF3,0.37,0.63,-8095.45,1200
NaF,NdF3,0.36,0.64,-7968.23,1200
NaF,NdF3,0.35,0.65,-7835.07,1200
NaF,NdF3,0.34,0.66,-7696.02,1200
NaF,NdF3,0.33,0.67,-7551.16,1200
NaF,NdF3,0.32,0.68,-7400.56,1200
NaF,NdF3,0.31,0.69,-7244.29,1200
NaF,NdF3,0.3,0.7,-7082.43,1200
NaF,NdF3,0.29,0.71,-6915.05,1200
NaF,NdF3,0.28,0.72,-6742.24,1200
NaF,NdF3,0.27,0.73,-6564.05,1200
NaF,NdF3,0.26,0.74,-6380.58,1200
NaF,NdF3,0.25,0.75,-6191.91,1200
NaF,NdF3,0.24,0.76,-5998.1,1200
NaF,NdF3,0.23,0.77,-5799.24,1200
NaF,NdF3,0.22,0.78,-5595.41,1200
NaF,NdF3,0.21,0.79,-5386.68,1200
NaF,NdF3,0.2,0.8,-5173.13,1200
NaF,NdF3,0.19,0.81,-4954.84,1200
NaF,NdF3,0.18,0.82,-4731.87,1200
NaF,NdF3,0.17,0.83,-4504.31,1200
NaF,NdF3,0.16,0.84,-4272.23,1200
NaF,NdF3,0.15,0.85,-4035.7,1200
NaF,NdF3,0.14,0.86,-3794.79,1200
NaF,NdF3,0.13,0.87,-3549.58,1200
NaF,NdF3,0.12,0.88,-3300.12,1200
NaF,NdF3,0.11,0.89,-3046.5,1200
NaF,NdF3,0.1,0.9,-2788.78,1200
NaF,NdF3,0.09,0.91,-2527.02,1200
NaF,NdF3,0.08,0.92,-2261.29,1200
NaF,NdF3,0.07,0.93,-1991.66,1200
NaF,NdF3,0.06,0.94,-1718.18,1200
NaF,NdF3,0.05,0.95,-1440.92,1200
NaF,NdF3,0.04,0.96,-1159.94,1200
NaF,NdF3,0.03,0.97,-875.3,1200
NaF,NdF3,0.02,0.98,-587.06,1200
NaF,NdF3,0.01,0.99,-295.27,1200
NaF,NdF3,0,1,0,1200
NaF,NiF2,1,0,0,1200
NaF,NiF2,0.99,0.01,-551.39,1200
NaF,NiF2,0.98,0.02,-1100.76,1200
NaF,NiF2,0.97,0.03,-1647.83,1200
NaF,NiF2,0.96,0.04,-2192.22,1200
NaF,NiF2,0.95,0.05,-2733.5,1200
NaF,NiF2,0.94,0.06,-3271.17,1200
NaF,NiF2,0.93,0.07,-3804.62,1200
NaF,NiF2,0.92,0.08,-4333.14,1200
NaF,NiF2,0.91,0.09,-4855.9,1200
NaF,NiF2,0.9,0.1,-5371.93,1200
NaF,NiF2,0.89,0.11,-5880.11,1200
NaF,NiF2,0.88,0.12,-6379.18,1200
NaF,NiF2,0.87,0.13,-6867.77,1200
NaF,NiF2,0.86,0.14,-7344.4,1200
NaF,NiF2,0.85,0.15,-7807.58,1200
NaF,NiF2,0.84,0.16,-8255.88,1200
NaF,NiF2,0.83,0.17,-8688.03,1200
NaF,NiF2,0.82,0.18,-9102.99,1200
NaF,NiF2,0.81,0.19,-9500.02,1200
NaF,NiF2,0.8,0.2,-9878.68,1200
NaF,NiF2,0.79,0.21,-10238.81,1200
NaF,NiF2,0.78,0.22,-10580.43,1200
NaF,NiF2,0.77,0.23,-10903.71,1200
NaF,NiF2,0.76,0.24,-11208.82,1200
NaF,NiF2,0.75,0.25,-11495.92,1200
NaF,NiF2,0.74,0.26,-11765.16,1200
NaF,NiF2,0.73,0.27,-12016.59,1200
NaF,NiF2,0.72,0.28,-12250.26,1200
NaF,NiF2,0.71,0.29,-12466.19,1200
NaF,NiF2,0.7,0.3,-12664.41,1200
NaF,NiF2,0.69,0.31,-12844.97,1200
NaF,NiF2,0.68,0.32,-13007.98,1200
NaF,NiF2,0.67,0.33,-13153.59,1200
NaF,NiF2,0.66,0.34,-13282.01,1200
NaF,NiF2,0.65,0.35,-13393.48,1200
NaF,NiF2,0.64,0.36,-13488.33,1200
NaF,NiF2,0.63,0.37,-13566.91,1200
NaF,NiF2,0.62,0.38,-13629.59,1200
NaF,NiF2,0.61,0.39,-13676.79,1200
NaF,NiF2,0.6,0.4,-13708.94,1200
NaF,NiF2,0.59,0.41,-13726.48,1200
NaF,NiF2,0.58,0.42,-13729.86,1200
NaF,NiF2,0.57,0.43,-13719.53,1200
NaF,NiF2,0.56,0.44,-13695.92,1200
NaF,NiF2,0.55,0.45,-13659.48,1200
NaF,NiF2,0.54,0.46,-13610.64,1200
NaF,NiF2,0.53,0.47,-13549.8,1200
NaF,NiF2,0.52,0.48,-13477.38,1200
NaF,NiF2,0.51,0.49,-13393.76,1200
NaF,NiF2,0.5,0.5,-13299.33,1200
NaF,NiF2,0.49,0.51,-13194.44,1200
NaF,NiF2,0.48,0.52,-13079.45,1200
NaF,NiF2,0.47,0.53,-12954.69,1200
NaF,NiF2,0.46,0.54,-12820.48,1200
NaF,NiF2,0.45,0.55,-12677.12,1200
NaF,NiF2,0.44,0.56,-12524.93,1200
NaF,NiF2,0.43,0.57,-12364.18,1200
NaF,NiF2,0.42,0.58,-12195.13,1200
NaF,NiF2,0.41,0.59,-12018.06,1200
NaF,NiF2,0.4,0.6,-11833.21,1200
NaF,NiF2,0.39,0.61,-11640.81,1200
NaF,NiF2,0.38,0.62,-11441.11,1200
NaF,NiF2,0.37,0.63,-11234.31,1200
NaF,NiF2,0.36,0.64,-11020.62,1200
NaF,NiF2,0.35,0.65,-10800.26,1200
NaF,NiF2,0.34,0.66,-10573.41,1200
NaF,NiF2,0.33,0.67,-10340.26,1200
NaF,NiF2,0.32,0.68,-10100.98,1200
NaF,NiF2,0.31,0.69,-9855.76,1200
NaF,NiF2,0.3,0.7,-9604.75,1200
NaF,NiF2,0.29,0.71,-9348.11,1200
NaF,NiF2,0.28,0.72,-9085.99,1200
NaF,NiF2,0.27,0.73,-8818.55,1200
NaF,NiF2,0.26,0.74,-8545.92,1200
NaF,NiF2,0.25,0.75,-8268.23,1200
NaF,NiF2,0.24,0.76,-7985.63,1200
NaF,NiF2,0.23,0.77,-7698.24,1200
NaF,NiF2,0.22,0.78,-7406.17,1200
NaF,NiF2,0.21,0.79,-7109.55,1200
NaF,NiF2,0.2,0.8,-6808.49,1200
NaF,NiF2,0.19,0.81,-6503.1,1200
NaF,NiF2,0.18,0.82,-6193.49,1200
NaF,NiF2,0.17,0.83,-5879.75,1200
NaF,NiF2,0.16,0.84,-5561.99,1200
NaF,NiF2,0.15,0.85,-5240.3,1200
NaF,NiF2,0.14,0.86,-4914.77,1200
NaF,NiF2,0.13,0.87,-4585.5,1200
NaF,NiF2,0.12,0.88,-4252.57,1200
NaF,NiF2,0.11,0.89,-3916.06,1200
NaF,NiF2,0.1,0.9,-3576.06,1200
NaF,NiF2,0.09,0.91,-3232.64,1200
NaF,NiF2,0.08,0.92,-2885.89,1200
NaF,NiF2,0.07,0.93,-2535.86,1200
NaF,NiF2,0.06,0.94,-2182.64,1200
NaF,NiF2,0.05,0.95,-1826.3,1200
NaF,NiF2,0.04,0.96,-1466.9,1200
NaF,NiF2,0.03,0.97,-1104.51,1200
NaF,NiF2,0.02,0.98,-739.18,1200
NaF,NiF2,0.01,0.99,-371,1200
NaF,NiF2,0,1,0,1200
NaF,PuF3,1,0,0,1200
NaF,PuF3,0.99,0.01,-478.76,1200
NaF,PuF3,0.98,0.02,-954.81,1200
NaF,PuF3,0.97,0.03,-1427.73,1200
NaF,PuF3,0.96,0.04,-1897.06,1200
NaF,PuF3,0.95,0.05,-2362.23,1200
NaF,PuF3,0.94,0.06,-2822.55,1200
NaF,PuF3,0.93,0.07,-3277.23,1200
NaF,PuF3,0.92,0.08,-3725.34,1200
NaF,PuF3,0.91,0.09,-4165.76,1200
NaF,PuF3,0.9,0.1,-4597.23,1200
NaF,PuF3,0.89,0.11,-5018.3,1200
NaF,PuF3,0.88,0.12,-5427.35,1200
NaF,PuF3,0.87,0.13,-5822.62,1200
NaF,PuF3,0.86,0.14,-6202.28,1200
NaF,PuF3,0.85,0.15,-6564.53,1200
NaF,PuF3,0.84,0.16,-6907.65,1200
NaF,PuF3,0.83,0.17,-7230.21,1200
NaF,PuF3,0.82,0.18,-7531.1,1200
NaF,PuF3,0.81,0.19,-7809.66,1200
NaF,PuF3,0.8,0.2,-8065.67,1200
NaF,PuF3,0.79,0.21,-8299.34,1200
NaF,PuF3,0.78,0.22,-8511.21,1200
NaF,PuF3,0.77,0.23,-8702.1,1200
NaF,PuF3,0.76,0.24,-8873,1200
NaF,PuF3,0.75,0.25,-9024.97,1200
NaF,PuF3,0.74,0.26,-9159.08,1200
NaF,PuF3,0.73,0.27,-9276.38,1200
NaF,PuF3,0.72,0.28,-9377.88,1200
NaF,PuF3,0.71,0.29,-9464.51,1200
NaF,PuF3,0.7,0.3,-9537.11,1200
NaF,PuF3,0.69,0.31,-9596.48,1200
NaF,PuF3,0.68,0.32,-9643.34,1200
NaF,PuF3,0.67,0.33,-9678.37,1200
NaF,PuF3,0.66,0.34,-9702.16,1200
NaF,PuF3,0.65,0.35,-9715.29,1200
NaF,PuF3,0.64,0.36,-9718.29,1200
NaF,PuF3,0.63,0.37,-9711.64,1200
NaF,PuF3,0.62,0.38,-9695.81,1200
NaF,PuF3,0.61,0.39,-9671.22,1200
NaF,PuF3,0.6,0.4,-9638.27,1200
NaF,PuF3,0.59,0.41,-9597.35,1200
NaF,PuF3,0.58,0.42,-9548.82,1200
NaF,PuF3,0.57,0.43,-9493.01,1200
NaF,PuF3,0.56,0.44,-9430.24,1200
NaF,PuF3,0.55,0.45,-9360.81,1200
NaF,PuF3,0.54,0.46,-9285.01,1200
NaF,PuF3,0.53,0.47,-9203.1,1200
NaF,PuF3,0.52,0.48,-9115.35,1200
NaF,PuF3,0.51,0.49,-9021.99,1200
NaF,PuF3,0.5,0.5,-8923.25,1200
NaF,PuF3,0.49,0.51,-8819.35,1200
NaF,PuF3,0.48,0.52,-8710.49,1200
NaF,PuF3,0.47,0.53,-8596.88,1200
NaF,PuF3,0.46,0.54,-8478.68,1200
NaF,PuF3,0.45,0.55,-8356.09,1200
NaF,PuF3,0.44,0.56,-8229.25,1200
NaF,PuF3,0.43,0.57,-8098.34,1200
NaF,PuF3,0.42,0.58,-7963.5,1200
NaF,PuF3,0.41,0.59,-7824.87,1200
NaF,PuF3,0.4,0.6,-7682.6,1200
NaF,PuF3,0.39,0.61,-7536.8,1200
NaF,PuF3,0.38,0.62,-7387.6,1200
NaF,PuF3,0.37,0.63,-7235.11,1200
NaF,PuF3,0.36,0.64,-7079.46,1200
NaF,PuF3,0.35,0.65,-6920.74,1200
NaF,PuF3,0.34,0.66,-6759.05,1200
NaF,PuF3,0.33,0.67,-6594.5,1200
NaF,PuF3,0.32,0.68,-6427.17,1200
NaF,PuF3,0.31,0.69,-6257.15,1200
NaF,PuF3,0.3,0.7,-6084.53,1200
NaF,PuF3,0.29,0.71,-5909.39,1200
NaF,PuF3,0.28,0.72,-5731.8,1200
NaF,PuF3,0.27,0.73,-5551.84,1200
NaF,PuF3,0.26,0.74,-5369.58,1200
NaF,PuF3,0.25,0.75,-5185.08,1200
NaF,PuF3,0.24,0.76,-4998.42,1200
NaF,PuF3,0.23,0.77,-4809.65,1200
NaF,PuF3,0.22,0.78,-4618.84,1200
NaF,PuF3,0.21,0.79,-4426.04,1200
NaF,PuF3,0.2,0.8,-4231.3,1200
NaF,PuF3,0.19,0.81,-4034.68,1200
NaF,PuF3,0.18,0.82,-3836.24,1200
NaF,PuF3,0.17,0.83,-3636.02,1200
NaF,PuF3,0.16,0.84,-3434.06,1200
NaF,PuF3,0.15,0.85,-3230.42,1200
NaF,PuF3,0.14,0.86,-3025.14,1200
NaF,PuF3,0.13,0.87,-2818.25,1200
NaF,PuF3,0.12,0.88,-2609.81,1200
NaF,PuF3,0.11,0.89,-2399.85,1200
NaF,PuF3,0.1,0.9,-2188.41,1200
NaF,PuF3,0.09,0.91,-1975.52,1200
NaF,PuF3,0.08,0.92,-1761.22,1200
NaF,PuF3,0.07,0.93,-1545.55,1200
NaF,PuF3,0.06,0.94,-1328.54,1200
NaF,PuF3,0.05,0.95,-1110.21,1200
NaF,PuF3,0.04,0.96,-890.61,1200
NaF,PuF3,0.03,0.97,-669.76,1200
NaF,PuF3,0.02,0.98,-447.69,1200
NaF,PuF3,0.01,0.99,-224.43,1200
NaF,PuF3,0,1,0,1200
NaF,RbF,1,0,0,1200
NaF,RbF,0.99,0.01,15.88,1200
NaF,RbF,0.98,0.02,31.4,1200
NaF,RbF,0.97,0.03,46.57,1200
NaF,RbF,0.96,0.04,61.37,1200
NaF,RbF,0.95,0.05,75.8,1200
NaF,RbF,0.94,0.06,89.84,1200
NaF,RbF,0.93,0.07,103.51,1200
NaF,RbF,0.92,0.08,116.79,1200
NaF,RbF,0.91,0.09,129.69,1200
NaF,RbF,0.9,0.1,142.21,1200
NaF,RbF,0.89,0.11,154.35,1200
NaF,RbF,0.88,0.12,166.1,1200
NaF,RbF,0.87,0.13,177.48,1200
NaF,RbF,0.86,0.14,188.49,1200
NaF,RbF,0.85,0.15,199.13,1200
NaF,RbF,0.84,0.16,209.4,1200
NaF,RbF,0.83,0.17,219.32,1200
NaF,RbF,0.82,0.18,228.88,1200
NaF,RbF,0.81,0.19,238.1,1200
NaF,RbF,0.8,0.2,246.97,1200
NaF,RbF,0.79,0.21,255.51,1200
NaF,RbF,0.78,0.22,263.71,1200
NaF,RbF,0.77,0.23,271.59,1200
NaF,RbF,0.76,0.24,279.15,1200
NaF,RbF,0.75,0.25,286.4,1200
NaF,RbF,0.74,0.26,293.34,1200
NaF,RbF,0.73,0.27,299.97,1200
NaF,RbF,0.72,0.28,306.3,1200
NaF,RbF,0.71,0.29,312.34,1200
NaF,RbF,0.7,0.3,318.09,1200
NaF,RbF,0.69,0.31,323.55,1200
NaF,RbF,0.68,0.32,328.73,1200
NaF,RbF,0.67,0.33,333.63,1200
NaF,RbF,0.66,0.34,338.26,1200
NaF,RbF,0.65,0.35,342.61,1200
NaF,RbF,0.64,0.36,346.7,1200
NaF,RbF,0.63,0.37,350.52,1200
NaF,RbF,0.62,0.38,354.07,1200
NaF,RbF,0.61,0.39,357.37,1200
NaF,RbF,0.6,0.4,360.4,1200
NaF,RbF,0.59,0.41,363.18,1200
NaF,RbF,0.58,0.42,365.7,1200
NaF,RbF,0.57,0.43,367.96,1200
NaF,RbF,0.56,0.44,369.97,1200
NaF,RbF,0.55,0.45,371.72,1200
NaF,RbF,0.54,0.46,373.21,1200
NaF,RbF,0.53,0.47,374.46,1200
NaF,RbF,0.52,0.48,375.44,1200
NaF,RbF,0.51,0.49,376.17,1200
NaF,RbF,0.5,0.5,376.65,1200
NaF,RbF,0.49,0.51,376.86,1200
NaF,RbF,0.48,0.52,376.82,1200
NaF,RbF,0.47,0.53,376.51,1200
NaF,RbF,0.46,0.54,375.94,1200
NaF,RbF,0.45,0.55,375.11,1200
NaF,RbF,0.44,0.56,374,1200
NaF,RbF,0.43,0.57,372.63,1200
NaF,RbF,0.42,0.58,370.98,1200
NaF,RbF,0.41,0.59,369.05,1200
NaF,RbF,0.4,0.6,366.85,1200
NaF,RbF,0.39,0.61,364.36,1200
NaF,RbF,0.38,0.62,361.57,1200
NaF,RbF,0.37,0.63,358.5,1200
NaF,RbF,0.36,0.64,355.13,1200
NaF,RbF,0.35,0.65,351.45,1200
NaF,RbF,0.34,0.66,347.47,1200
NaF,RbF,0.33,0.67,343.18,1200
NaF,RbF,0.32,0.68,338.56,1200
NaF,RbF,0.31,0.69,333.62,1200
NaF,RbF,0.3,0.7,328.36,1200
NaF,RbF,0.29,0.71,322.75,1200
NaF,RbF,0.28,0.72,316.81,1200
NaF,RbF,0.27,0.73,310.52,1200
NaF,RbF,0.26,0.74,303.88,1200
NaF,RbF,0.25,0.75,296.88,1200
NaF,RbF,0.24,0.76,289.51,1200
NaF,RbF,0.23,0.77,281.77,1200
NaF,RbF,0.22,0.78,273.67,1200
NaF,RbF,0.21,0.79,265.18,1200
NaF,RbF,0.2,0.8,256.31,1200
NaF,RbF,0.19,0.81,247.05,1200
NaF,RbF,0.18,0.82,237.4,1200
NaF,RbF,0.17,0.83,227.36,1200
NaF,RbF,0.16,0.84,216.93,1200
NaF,RbF,0.15,0.85,206.1,1200
NaF,RbF,0.14,0.86,194.88,1200
NaF,RbF,0.13,0.87,183.28,1200
NaF,RbF,0.12,0.88,171.28,1200
NaF,RbF,0.11,0.89,158.9,1200
NaF,RbF,0.1,0.9,146.14,1200
NaF,RbF,0.09,0.91,133.01,1200
NaF,RbF,0.08,0.92,119.52,1200
NaF,RbF,0.07,0.93,105.67,1200
NaF,RbF,0.06,0.94,91.49,1200
NaF,RbF,0.05,0.95,76.98,1200
NaF,RbF,0.04,0.96,62.15,1200
NaF,RbF,0.03,0.97,47.02,1200
NaF,RbF,0.02,0.98,31.61,1200
NaF,RbF,0.01,0.99,15.93,1200
NaF,RbF,0,1,0,1200
NaF,SmF3,1,0,0,1200
NaF,SmF3,0.99,0.01,-425.41,1200
NaF,SmF3,0.98,0.02,-849.04,1200
NaF,SmF3,0.97,0.03,-1270.42,1200
NaF,SmF3,0.96,0.04,-1689.03,1200
NaF,SmF3,0.95,0.05,-2104.31,1200
NaF,SmF3,0.94,0.06,-2515.6,1200
NaF,SmF3,0.93,0.07,-2922.23,1200
NaF,SmF3,0.92,0.08,-3323.42,1200
NaF,SmF3,0.91,0.09,-3718.33,1200
NaF,SmF3,0.9,0.1,-4106.05,1200
NaF,SmF3,0.89,0.11,-4485.57,1200
NaF,SmF3,0.88,0.12,-4855.81,1200
NaF,SmF3,0.87,0.13,-5215.6,1200
NaF,SmF3,0.86,0.14,-5563.72,1200
NaF,SmF3,0.85,0.15,-5898.86,1200
NaF,SmF3,0.84,0.16,-6219.7,1200
NaF,SmF3,0.83,0.17,-6524.9,1200
NaF,SmF3,0.82,0.18,-6813.17,1200
NaF,SmF3,0.81,0.19,-7083.27,1200
NaF,SmF3,0.8,0.2,-7334.15,1200
NaF,SmF3,0.79,0.21,-7564.9,1200
NaF,SmF3,0.78,0.22,-7774.88,1200
NaF,SmF3,0.77,0.23,-7963.75,1200
NaF,SmF3,0.76,0.24,-8131.43,1200
NaF,SmF3,0.75,0.25,-8278.19,1200
NaF,SmF3,0.74,0.26,-8404.54,1200
NaF,SmF3,0.73,0.27,-8511.26,1200
NaF,SmF3,0.72,0.28,-8599.31,1200
NaF,SmF3,0.71,0.29,-8669.78,1200
NaF,SmF3,0.7,0.3,-8723.85,1200
NaF,SmF3,0.69,0.31,-8762.72,1200
NaF,SmF3,0.68,0.32,-8787.57,1200
NaF,SmF3,0.67,0.33,-8799.57,1200
NaF,SmF3,0.66,0.34,-8799.8,1200
NaF,SmF3,0.65,0.35,-8789.27,1200
NaF,SmF3,0.64,0.36,-8768.92,1200
NaF,SmF3,0.63,0.37,-8739.59,1200
NaF,SmF3,0.62,0.38,-8702.06,1200
NaF,SmF3,0.61,0.39,-8657,1200
