Species 1,Species 2,Mole frac species 1,Mole frac species 2,Temp (K),Author,type,Link
BeF2,LiF,0.321,0.679,749.271,Romberger (1972),,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.324,0.676,742.38,Romberger (1972),,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.327,0.673,737.524,Romberger (1972),,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.328,0.672,732,Romberger (1972),,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.341,0.659,732.26,Romberger (1972),Liquidus- Li2BeF4,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.349,0.651,731.085,Romberger (1972),Liquidus- Li2BeF5,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.358,0.642,729.009,Romberger (1972),Liquidus- Li2BeF6,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.363,0.637,727.628,Romberger (1972),Liquidus- Li2BeF7,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.366,0.634,727.157,Romberger (1972),Liquidus- Li2BeF8,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.374,0.626,723.62,Romberger (1972),Liquidus- Li2BeF9,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.38,0.62,720.995,Romberger (1972),Liquidus- Li2BeF10,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.39,0.61,717.561,Romberger (1972),Liquidus- Li2BeF11,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.427,0.573,697.074,Romberger (1972),Liquidus- Li2BeF12,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.448,0.552,683.439,Romberger (1972),Liquidus- Li2BeF13,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.475,0.525,666.385,Romberger (1972),Liquidus- Li2BeF14,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.502,0.498,652.38,Romberger (1972),Liquidus- Li2BeF15,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.512,0.488,646.016,Romberger (1972),Liquidus- Li2BeF16,https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.593,0.407,710.479,Romberger (1972),Liquidus- Bef2(s2),https://pubs.acs.org/doi/suppl/10.1021/j100652a012/suppl_file/j100652a012_si_001.pdf
BeF2,LiF,0.081,0.919,1081,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.12,0.88,1043,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.154,0.846,1029,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.19,0.81,986,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.223,0.777,960,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.23,0.77,938,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.238,0.762,913,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.269,0.731,873,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.287,0.713,873,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.287,0.713,773,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.296,0.704,851,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.304,0.696,794,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.304,0.696,794,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.309,0.691,786,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.312,0.688,757,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.313,0.687,763,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.315,0.685,805,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.317,0.683,759,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.317,0.683,733,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.318,0.682,761,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.32,0.68,761,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.323,0.677,753,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.323,0.677,783,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.323,0.677,773,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.324,0.676,739,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.324,0.676,763,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.325,0.675,746,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.325,0.675,759,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.326,0.674,743,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.327,0.673,738,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.328,0.672,748,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.328,0.672,733,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.328,0.672,734,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.325,0.675,727,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.329,0.671,728,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.329,0.671,731,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.329,0.671,738,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.329,0.671,753,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.329,0.671,766,Speirs (1952),Liquidus-LiF,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.33,0.67,728,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.33,0.67,742,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.33,0.67,726,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.331,0.669,736,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.331,0.669,726,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.332,0.668,729,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.333,0.667,729,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.333,0.667,741,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.333,0.667,725,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.333,0.667,733,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.333,0.667,726,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.333,0.667,725,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.333,0.667,719,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.334,0.666,728,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.335,0.665,728,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.335,0.665,724,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.335,0.665,724,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.336,0.664,728,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.336,0.664,726,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.336,0.664,726,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.337,0.663,728,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.338,0.662,728,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.34,0.66,724,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.34,0.66,723,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.34,0.66,728,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.34,0.66,724,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.341,0.659,728,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.342,0.658,725,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.345,0.655,727,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.345,0.655,730,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.349,0.651,729,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.35,0.65,725,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.351,0.649,729,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.353,0.647,731,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.353,0.647,727,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.358,0.642,727,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.359,0.641,722,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.36,0.64,731,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.36,0.64,716,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.367,0.633,723,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.38,0.62,718,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.4,0.6,713,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.4,0.6,712,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.42,0.58,700,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.43,0.57,691,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.45,0.55,678,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.464,0.536,663,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.481,0.519,653,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.509,0.491,643,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.509,0.491,636,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.511,0.489,635,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.55,0.45,674,Speirs (1952),Liquidus- Li2BeF4,"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.223,0.777,726,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.23,0.77,724,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.238,0.762,728,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.269,0.731,723,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.287,0.713,722,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
